asciiname,latitude,longitude,admin1 code,timezone
Robesonia,40.35176,-76.13439,PA,America/New_York
Rochester,40.70229,-80.28645,PA,America/New_York
Rockledge,40.08122,-75.08962,PA,America/New_York
Roseto,40.88065,-75.21462,PA,America/New_York
Rothsville,40.15121,-76.25107,PA,America/New_York
Royalton,40.18731,-76.72997,PA,America/New_York
Royersford,40.18427,-75.53796,PA,America/New_York
Russell,41.94145,-79.13505,PA,America/New_York
Russellton,40.61146,-79.837,PA,America/New_York
Rutherford,40.26898,-76.76803,PA,America/New_York
Saint Clair,40.72065,-76.19105,PA,America/New_York
Saint Lawrence,40.32704,-75.87187,PA,America/New_York
Saint Marys,41.42784,-78.56086,PA,America/New_York
Salix,40.30008,-78.7653,PA,America/New_York
Salunga,40.10093,-76.42469,PA,America/New_York
Sanatoga,40.2451,-75.59518,PA,America/New_York
Sand Hill,40.35954,-76.43163,PA,America/New_York
Sandy,41.10784,-78.77114,PA,America/New_York
Saw Creek,41.11259,-75.05073,PA,America/New_York
Saxonburg,40.75395,-79.81005,PA,America/New_York
Saylorsburg,40.89565,-75.32352,PA,America/New_York
Sayre,41.97896,-76.5155,PA,America/New_York
Schlusser,40.24175,-77.17693,PA,America/New_York
Schnecksville,40.67514,-75.62044,PA,America/New_York
Schoeneck,40.24148,-76.17411,PA,America/New_York
Schuylkill Haven,40.63065,-76.17105,PA,America/New_York
Schwenksville,40.25621,-75.46379,PA,America/New_York
Scottdale,40.10035,-79.58698,PA,America/New_York
Scranton,41.40916,-75.6649,PA,America/New_York
Selinsgrove,40.79897,-76.86219,PA,America/New_York
Sellersville,40.35399,-75.3049,PA,America/New_York
Seneca,41.37867,-79.70394,PA,America/New_York
Seven Fields,40.69173,-80.06256,PA,America/New_York
Sewickley,40.53646,-80.1845,PA,America/New_York
Shamokin,40.78897,-76.55885,PA,America/New_York
Shamokin Dam,40.8487,-76.81969,PA,America/New_York
Sharon,41.23311,-80.4934,PA,America/New_York
Sharpsburg,40.49451,-79.92644,PA,America/New_York
Sharpsville,41.25922,-80.47201,PA,America/New_York
Shavertown,41.3198,-75.93798,PA,America/New_York
Sheffield,41.70395,-79.0356,PA,America/New_York
Shenandoah,40.82037,-76.20077,PA,America/New_York
Shenandoah Heights,40.82759,-76.20688,PA,America/New_York
Shillington,40.30787,-75.96549,PA,America/New_York
Shiloh,41.04172,-78.2914,PA,America/New_York
Shinglehouse,41.96368,-78.19084,PA,America/New_York
Shiremanstown,40.22342,-76.95359,PA,America/New_York
Shippensburg,40.05065,-77.52026,PA,America/New_York
Shoemakersville,40.50093,-75.96993,PA,America/New_York
Simpson,41.59175,-75.48518,PA,America/New_York
Sinking Spring,40.32731,-76.01105,PA,America/New_York
Skippack,40.22288,-75.39879,PA,America/New_York
Skyline View,40.33926,-76.72553,PA,America/New_York
Slatington,40.74843,-75.61185,PA,America/New_York
Slippery Rock,41.06395,-80.05645,PA,America/New_York
Smethport,41.81117,-78.44474,PA,America/New_York
Somerset,40.00841,-79.07808,PA,America/New_York
Souderton,40.31177,-75.32518,PA,America/New_York
South Greensburg,40.2784,-79.54476,PA,America/New_York
South Pottstown,40.23954,-75.65102,PA,America/New_York
South Temple,40.4,-75.922,PA,America/New_York
South Waverly,41.99757,-76.53717,PA,America/New_York
South Williamsport,41.23202,-76.99913,PA,America/New_York
Southmont,40.31063,-78.93864,PA,America/New_York
Southwest Greensburg,40.29118,-79.54698,PA,America/New_York
Spangler,40.64285,-78.7728,PA,America/New_York
Speers,40.12452,-79.87977,PA,America/New_York
Spinnerstown,40.43899,-75.43712,PA,America/New_York
Spring City,40.17677,-75.54769,PA,America/New_York
Spring House,40.18539,-75.22768,PA,America/New_York
Spring Mount,40.27566,-75.45657,PA,America/New_York
Spring Ridge,40.35287,-75.98994,PA,America/New_York
Springdale,40.5409,-79.78394,PA,America/New_York
State College,40.79339,-77.86,PA,America/New_York
Steelton,40.23537,-76.84136,PA,America/New_York
Stiles,40.66537,-75.50824,PA,America/New_York
Stoneboro,41.33922,-80.10506,PA,America/New_York
Stony Creek Mills,40.34565,-75.86993,PA,America/New_York
Stormstown,40.79339,-78.01667,PA,America/New_York
Stowe,40.2526,-75.67741,PA,America/New_York
Stroudsburg,40.98676,-75.19462,PA,America/New_York
Sturgeon,40.38479,-80.21089,PA,America/New_York
Sugarcreek,41.42145,-79.88117,PA,America/New_York
Summit Hill,40.82481,-75.87103,PA,America/New_York
Sun Valley,40.98203,-75.46602,PA,America/New_York
Sun Valley,41.0112,-75.46963,PA,America/New_York
Sunbury,40.86259,-76.79441,PA,America/New_York
Sunrise Lake,41.30981,-74.96656,PA,America/New_York
Susquehanna,41.94341,-75.59963,PA,America/New_York
Swartzville,40.23315,-76.07828,PA,America/New_York
Swissvale,40.42368,-79.88283,PA,America/New_York
Swoyersville,41.29175,-75.87464,PA,America/New_York
Sykesville,41.05034,-78.82225,PA,America/New_York
Tacony,40.03122,-75.04434,PA,America/New_York
Tamaqua,40.79731,-75.96937,PA,America/New_York
Tannersville,41.04009,-75.30574,PA,America/New_York
Tarentum,40.60146,-79.75977,PA,America/New_York
Tatamy,40.74093,-75.25712,PA,America/New_York
Taylor,41.3948,-75.70658,PA,America/New_York
Telford,40.32205,-75.32795,PA,America/New_York
Temple,40.4087,-75.9216,PA,America/New_York
Terre Hill,40.15732,-76.0505,PA,America/New_York
Thompsonville,40.2909,-80.10811,PA,America/New_York
Throop,41.45147,-75.61185,PA,America/New_York
Tinicum,40.44844,-75.10767,PA,America/New_York
Tionesta,41.49534,-79.45588,PA,America/New_York
Tipton,40.6359,-78.29585,PA,America/New_York
Titusville,41.627,-79.67366,PA,America/New_York
Topton,40.50343,-75.7013,PA,America/New_York
Towamensing Trails,41.00787,-75.58463,PA,America/New_York
Towanda,41.76758,-76.44272,PA,America/New_York
Tower City,40.58925,-76.55246,PA,America/New_York
Trafford,40.38562,-79.75893,PA,America/New_York
Trappe,40.19899,-75.47629,PA,America/New_York
Treasure Lake,41.17339,-78.71586,PA,America/New_York
Tremont,40.62842,-76.38718,PA,America/New_York
Trevorton,40.7812,-76.67302,PA,America/New_York
Trevose,40.146,-74.985,PA,America/New_York
Trexlertown,40.54815,-75.60574,PA,America/New_York
Trooper,40.14983,-75.40185,PA,America/New_York
Troy,41.78591,-76.78801,PA,America/New_York
Troy,40.91506,-78.2164,PA,America/New_York
Trucksville,41.30397,-75.93214,PA,America/New_York
Tullytown,40.13928,-74.81461,PA,America/New_York
Tunkhannock,41.53869,-75.94659,PA,America/New_York
Turtle Creek,40.4059,-79.82505,PA,America/New_York
Tyrone,40.67062,-78.23862,PA,America/New_York
Union City,41.8995,-79.84533,PA,America/New_York
Upper Saint Clair,40.3359,-80.08339,PA,America/New_York
Valley Green,40.15731,-76.79275,PA,America/New_York
Valley View,40.64592,-76.53913,PA,America/New_York
Vandergrift,40.60284,-79.56477,PA,America/New_York
Verona,40.50646,-79.8431,PA,America/New_York
Versailles,40.31563,-79.83116,PA,America/New_York
Village Shires,40.20316,-74.97045,PA,America/New_York
Vinco,40.40507,-78.85558,PA,America/New_York
Walnutport,40.75426,-75.5988,PA,America/New_York
Warminster Heights,40.18705,-75.08156,PA,America/New_York
Warren,41.84395,-79.14504,PA,America/New_York
Washington,40.17396,-80.24617,PA,America/New_York
Waterford,41.94283,-79.9845,PA,America/New_York
Waterford,40.25452,-79.16753,PA,America/New_York
Watsontown,41.08453,-76.86385,PA,America/New_York
Waymart,41.58036,-75.40824,PA,America/New_York
Wayne,40.044,-75.38769,PA,America/New_York
Weatherly,40.94175,-75.82964,PA,America/New_York
Wellsboro,41.74868,-77.30053,PA,America/New_York
Wernersville,40.33009,-76.0805,PA,America/New_York
Wescosville,40.56676,-75.55296,PA,America/New_York
Wesleyville,42.14033,-80.01506,PA,America/New_York
West Conshohocken,40.06983,-75.3163,PA,America/New_York
West Easton,40.67871,-75.23684,PA,America/New_York
West Fairview,40.27509,-76.91553,PA,America/New_York
West Hamburg,40.54759,-76.00216,PA,America/New_York
West Hazleton,40.9587,-75.99604,PA,America/New_York
West Hills,40.82423,-79.5431,PA,America/New_York
West Homestead,40.39396,-79.91199,PA,America/New_York
West Kittanning,40.81034,-79.52949,PA,America/New_York
West Lawn,40.32981,-75.99438,PA,America/New_York
West Leechburg,40.62229,-79.61282,PA,America/New_York
West Mayfield,40.78006,-80.3384,PA,America/New_York
West Mifflin,40.3634,-79.86644,PA,America/New_York
West Newton,40.20979,-79.76699,PA,America/New_York
West Norriton,40.12955,-75.37852,PA,America/New_York
West Pittston,41.32758,-75.79297,PA,America/New_York
West Reading,40.3337,-75.94743,PA,America/New_York
West View,40.52229,-80.03422,PA,America/New_York
West Wyoming,41.3198,-75.84603,PA,America/New_York
West Wyomissing,40.32454,-75.99077,PA,America/New_York
Westfield,41.91924,-77.53887,PA,America/New_York
Westmont,40.31563,-78.95169,PA,America/New_York
Whitaker,40.3984,-79.88977,PA,America/New_York
White Haven,41.06064,-75.77408,PA,America/New_York
White Oak,40.33757,-79.80921,PA,America/New_York
Whitehall,40.36118,-79.99089,PA,America/New_York
Whitehall Township,40.66676,-75.49991,PA,America/New_York
Whitfield,40.33593,-76.00605,PA,America/New_York
Wilkes-Barre,41.24591,-75.88131,PA,America/New_York
Wilkinsburg,40.44174,-79.88199,PA,America/New_York
Williamsburg,40.46202,-78.19973,PA,America/New_York
Williamsport,41.24119,-77.00108,PA,America/New_York
Williamstown,40.58009,-76.61774,PA,America/New_York
Willow Grove,40.144,-75.11573,PA,America/New_York
Wilmerding,40.3909,-79.81005,PA,America/New_York
Wilson,40.31007,-79.89144,PA,America/New_York
Wilson,40.68399,-75.24184,PA,America/New_York
Wind Gap,40.84815,-75.29157,PA,America/New_York
Windber,40.2398,-78.83502,PA,America/New_York
Wolfdale,40.19285,-80.28784,PA,America/New_York
Womelsdorf,40.36176,-76.18411,PA,America/New_York
Woodbourne,40.19233,-74.88878,PA,America/New_York
Woodland Heights,41.40978,-79.71172,PA,America/New_York
Woodside,40.22178,-74.87544,PA,America/New_York
Wormleysburg,40.26287,-76.91386,PA,America/New_York
Woxall,40.31066,-75.44879,PA,America/New_York
Wrightsville,40.02565,-76.52997,PA,America/New_York
Wyncote,40.09455,-75.14879,PA,America/New_York
Wyndmoor,40.08122,-75.18934,PA,America/New_York
Wyoming,41.31175,-75.83742,PA,America/New_York
Wyomissing,40.32954,-75.96521,PA,America/New_York
Wyomissing Hills,40.33759,-75.97966,PA,America/New_York
Yardley,40.24566,-74.846,PA,America/New_York
Yeagertown,40.64313,-77.58055,PA,America/New_York
Youngsville,40.78121,-75.47685,PA,America/New_York
Youngsville,41.85228,-79.31866,PA,America/New_York
Youngwood,40.24035,-79.57671,PA,America/New_York
Zelienople,40.79451,-80.13673,PA,America/New_York
Zion,40.91423,-77.68472,PA,America/New_York
Ashaway,41.42343,-71.78562,RI,America/New_York
Barrington,41.74066,-71.30866,RI,America/New_York
Bradford,41.39899,-71.73701,RI,America/New_York
Bristol,41.67705,-71.26616,RI,America/New_York
Central Falls,41.89066,-71.39228,RI,America/New_York
Charlestown,41.38316,-71.64173,RI,America/New_York
Chepachet,41.9151,-71.67146,RI,America/New_York
Coventry,41.7001,-71.68284,RI,America/New_York
Cranston,41.77982,-71.43728,RI,America/New_York
Cumberland,41.96677,-71.43284,RI,America/New_York
Cumberland Hill,41.97454,-71.467,RI,America/New_York
East Greenwich,41.66038,-71.45589,RI,America/New_York
East Providence,41.81371,-71.37005,RI,America/New_York
Exeter,41.5776,-71.53756,RI,America/New_York
Foster,41.85371,-71.75812,RI,America/New_York
Greenville,41.87121,-71.55201,RI,America/New_York
Harrisville,41.96565,-71.67451,RI,America/New_York
Hope Valley,41.5076,-71.71618,RI,America/New_York
Hopkinton,41.46121,-71.77757,RI,America/New_York
Jamestown,41.49705,-71.36728,RI,America/New_York
Kingston,41.48038,-71.52256,RI,America/New_York
Melville,41.58705,-71.28338,RI,America/New_York
Middletown,41.54566,-71.29144,RI,America/New_York
Narragansett,41.4501,-71.4495,RI,America/New_York
Narragansett Pier,41.43232,-71.45644,RI,America/New_York
New Shoreham,41.17233,-71.55783,RI,America/New_York
Newport,41.4901,-71.31283,RI,America/New_York
North Kingstown,41.5501,-71.46617,RI,America/New_York
North Providence,41.8501,-71.46617,RI,America/New_York
North Scituate,41.83177,-71.58729,RI,America/New_York
North Smithfield,41.96677,-71.54951,RI,America/New_York
Pascoag,41.95565,-71.70229,RI,America/New_York
Pawtucket,41.87871,-71.38256,RI,America/New_York
Portsmouth,41.60232,-71.25033,RI,America/New_York
Providence,41.82399,-71.41283,RI,America/New_York
Smithfield,41.92204,-71.54951,RI,America/New_York
Tiverton,41.62594,-71.21338,RI,America/New_York
Valley Falls,41.90677,-71.39061,RI,America/New_York
Warren,41.73038,-71.28255,RI,America/New_York
Warwick,41.7001,-71.41617,RI,America/New_York
West Warwick,41.69689,-71.52194,RI,America/New_York
Westerly,41.3776,-71.82729,RI,America/New_York
Woonsocket,42.00288,-71.51478,RI,America/New_York
Aberdeen,45.4647,-98.48648,SD,America/Chicago
Alexandria,43.65359,-97.78285,SD,America/Chicago
Armour,43.3186,-98.34675,SD,America/Chicago
Baltic,43.76136,-96.74033,SD,America/Chicago
Beresford,43.08054,-96.77366,SD,America/Chicago
Brandon,43.5947,-96.57199,SD,America/Chicago
Britton,45.79162,-97.75094,SD,America/Chicago
Brookings,44.31136,-96.79839,SD,America/Chicago
Burke,43.1825,-99.29205,SD,America/Chicago
Canton,43.30081,-96.59282,SD,America/Chicago
Chamberlain,43.81083,-99.33066,SD,America/Chicago
Clark,44.87774,-97.73314,SD,America/Chicago
Clear Lake,44.7458,-96.68256,SD,America/Chicago
Crooks,43.6647,-96.81089,SD,America/Chicago
Dakota Dunes,42.48749,-96.48642,SD,America/Chicago
De Smet,44.38747,-97.55035,SD,America/Chicago
Dell Rapids,43.82608,-96.70616,SD,America/Chicago
Elk Point,42.68333,-96.68365,SD,America/Chicago
Faulkton,45.03497,-99.124,SD,America/Chicago
Flandreau,44.04942,-96.59532,SD,America/Chicago
Fort Thompson,44.0686,-99.43788,SD,America/Chicago
Freeman,43.35249,-97.43729,SD,America/Chicago
Garretson,43.71747,-96.50282,SD,America/Chicago
Gettysburg,45.01165,-99.95567,SD,America/Chicago
Gregory,43.23222,-99.43038,SD,America/Chicago
Groton,45.44746,-98.09871,SD,America/Chicago
Harrisburg,43.43137,-96.69727,SD,America/Chicago
Hartford,43.62303,-96.94255,SD,America/Chicago
Highmore,44.52137,-99.4415,SD,America/Chicago
Howard,44.01081,-97.52674,SD,America/Chicago
Huron,44.36332,-98.21426,SD,America/Chicago
Ipswich,45.44442,-99.02928,SD,America/Chicago
Kennebec,43.9036,-99.86178,SD,America/Chicago
Lake Andes,43.15638,-98.54147,SD,America/Chicago
Lennox,43.35415,-96.892,SD,America/Chicago
Leola,45.72275,-98.94094,SD,America/Chicago
Madison,44.00608,-97.11395,SD,America/Chicago
Milbank,45.21913,-96.63562,SD,America/Chicago
Miller,44.51831,-98.98843,SD,America/Chicago
Mitchell,43.70943,-98.0298,SD,America/Chicago
North Sioux City,42.52722,-96.48309,SD,America/Chicago
Olivet,43.24082,-97.67534,SD,America/Chicago
Parker,43.39748,-97.13645,SD,America/Chicago
Parkston,43.39888,-97.98368,SD,America/Chicago
Plankinton,43.71555,-98.48509,SD,America/Chicago
Platte,43.38694,-98.84453,SD,America/Chicago
Redfield,44.87581,-98.51871,SD,America/Chicago
Salem,43.72415,-97.38895,SD,America/Chicago
Sioux Falls,43.54997,-96.70033,SD,America/Chicago
Sisseton,45.66468,-97.0498,SD,America/Chicago
Springfield,42.85417,-97.89729,SD,America/Chicago
Tea,43.44637,-96.83588,SD,America/Chicago
Tyndall,42.99333,-97.86285,SD,America/Chicago
Vermillion,42.77944,-96.92921,SD,America/Chicago
Volga,44.32358,-96.92645,SD,America/Chicago
Wagner,43.07972,-98.29313,SD,America/Chicago
Watertown,44.89941,-97.11507,SD,America/Chicago
Webster,45.33218,-97.52009,SD,America/Chicago
Wessington Springs,44.07916,-98.56954,SD,America/Chicago
Winner,43.37667,-99.85901,SD,America/Chicago
Woonsocket,44.0536,-98.27564,SD,America/Chicago
Yankton,42.87111,-97.39728,SD,America/Chicago
Addison,44.08867,-73.30262,VT,America/New_York
Arlington,43.0748,-73.154,VT,America/New_York
Barre,44.19701,-72.50205,VT,America/New_York
Bellows Falls,43.13341,-72.44398,VT,America/New_York
Bennington,42.87813,-73.19677,VT,America/New_York
Bridport,43.98506,-73.31262,VT,America/New_York
Brandon,43.79812,-73.08761,VT,America/New_York
Brattleboro,42.85092,-72.55787,VT,America/New_York
Bristol,44.13339,-73.07901,VT,America/New_York
Burlington,44.47588,-73.21207,VT,America/New_York
Charlotte,44.30977,-73.26096,VT,America/New_York
Chelsea,43.98979,-72.4476,VT,America/New_York
Chester,43.26285,-72.59509,VT,America/New_York
Chittenden,43.70784,-72.94816,VT,America/New_York
Clarendon,43.51618,-72.96983,VT,America/New_York
Colchester,44.54394,-73.14791,VT,America/New_York
Danby,43.34618,-72.99538,VT,America/New_York
Dover,42.94369,-72.80399,VT,America/New_York
Enosburg Falls,44.90699,-72.80652,VT,America/New_York
Essex Junction,44.49061,-73.11096,VT,America/New_York
Fair Haven,43.59479,-73.26567,VT,America/New_York
Ferrisburgh,44.20561,-73.24623,VT,America/New_York
Guildhall,44.56506,-71.55981,VT,America/New_York
Hardwick,44.50478,-72.36816,VT,America/New_York
Hartford,43.66063,-72.33842,VT,America/New_York
Hinesburg,44.32922,-73.11068,VT,America/New_York
Hyde Park,44.59394,-72.61651,VT,America/New_York
Jamaica,43.10036,-72.77843,VT,America/New_York
Jericho,44.50394,-72.99763,VT,America/New_York
Johnson,44.63561,-72.6804,VT,America/New_York
Leicester,43.86673,-73.10789,VT,America/New_York
Lincoln,44.10589,-72.99706,VT,America/New_York
Londonderry,43.22646,-72.80649,VT,America/New_York
Lunenburg,44.46311,-71.68203,VT,America/New_York
Lyndon,44.51422,-72.01093,VT,America/New_York
Lyndonville,44.53367,-72.00315,VT,America/New_York
Manchester Center,43.17702,-73.05705,VT,America/New_York
Mendon,43.65198,-72.9278,VT,America/New_York
Middlebury (village),44.01553,-73.16937,VT,America/New_York
Middlesex,44.29284,-72.67928,VT,America/New_York
Milton,44.63977,-73.11041,VT,America/New_York
Montgomery,44.90255,-72.63818,VT,America/New_York
Montpelier,44.26006,-72.57539,VT,America/New_York
Moretown,44.25089,-72.76095,VT,America/New_York
Morristown,44.55727,-72.62373,VT,America/New_York
Morrisville,44.56172,-72.59845,VT,America/New_York
Mount Holly,43.45229,-72.82482,VT,America/New_York
Newport,44.93644,-72.2051,VT,America/New_York
Newfane,42.98564,-72.65593,VT,America/New_York
North Bennington,42.93036,-73.24261,VT,America/New_York
North Hero,44.83125,-73.27323,VT,America/New_York
Northfield,44.15117,-72.6565,VT,America/New_York
Pawlet,43.34674,-73.17622,VT,America/New_York
Poultney,43.51701,-73.23622,VT,America/New_York
Pownal,42.76564,-73.23594,VT,America/New_York
Randolph,43.92507,-72.66594,VT,America/New_York
Richford,44.99699,-72.67124,VT,America/New_York
Rockingham,43.18758,-72.48898,VT,America/New_York
Rutland,43.61062,-72.97261,VT,America/New_York
Saint Albans,44.81088,-73.08319,VT,America/New_York
Saint Johnsbury,44.41922,-72.01509,VT,America/New_York
Salisbury,43.89645,-73.09984,VT,America/New_York
South Barre,44.17701,-72.50566,VT,America/New_York
South Burlington,44.46699,-73.17096,VT,America/New_York
Springfield,43.29841,-72.48231,VT,America/New_York
Starksboro,44.22728,-73.05734,VT,America/New_York
Stowe,44.46533,-72.68456,VT,America/New_York
Swanton,44.9181,-73.1243,VT,America/New_York
Townshend,43.0473,-72.66759,VT,America/New_York
Vergennes,44.16728,-73.25401,VT,America/New_York
Washington,44.10562,-72.4326,VT,America/New_York
Waterbury,44.33783,-72.75623,VT,America/New_York
West Brattleboro,42.85592,-72.60315,VT,America/New_York
West Rutland,43.59312,-73.04511,VT,America/New_York
White River Junction,43.64896,-72.31926,VT,America/New_York
Wilder,43.67285,-72.3087,VT,America/New_York
Williamstown,44.12173,-72.54149,VT,America/New_York
Williston,44.43755,-73.06818,VT,America/New_York
Windsor,43.48035,-72.38481,VT,America/New_York
Winooski,44.49144,-73.18568,VT,America/New_York
Woodstock,43.62424,-72.51843,VT,America/New_York
Abbotsford,44.94636,-90.31597,WI,America/Chicago
Adams,43.95608,-89.81818,WI,America/Chicago
Addison,43.42278,-88.37454,WI,America/Chicago
Albany,42.70778,-89.43706,WI,America/Chicago
Algoma,44.60889,-87.43259,WI,America/Chicago
Allouez,44.47749,-88.01621,WI,America/Chicago
Alma,44.31997,-91.91488,WI,America/Chicago
Alto,43.67665,-88.79511,WI,America/Chicago
Altoona,44.80468,-91.44321,WI,America/Chicago
Amery,45.30691,-92.36214,WI,America/Chicago
Amherst,44.45081,-89.28484,WI,America/Chicago
Antigo,45.14025,-89.15234,WI,America/Chicago
Appleton,44.26193,-88.41538,WI,America/Chicago
Arcadia,44.25274,-91.50154,WI,America/Chicago
Ashford,43.58694,-88.37066,WI,America/Chicago
Ashland,46.59244,-90.8838,WI,America/Chicago
Ashwaubenon,44.48221,-88.0701,WI,America/Chicago
Athens,45.03302,-90.07402,WI,America/Chicago
Augusta,44.68024,-91.11988,WI,America/Chicago
Aztalan,43.07278,-88.86233,WI,America/Chicago
Baldwin,44.96663,-92.37436,WI,America/Chicago
Balsam Lake,45.45218,-92.45464,WI,America/Chicago
Bangor,43.89302,-90.99041,WI,America/Chicago
Baraboo,43.47109,-89.74429,WI,America/Chicago
Barneveld,43.01555,-89.8954,WI,America/Chicago
Barron,45.40135,-91.84906,WI,America/Chicago
Barton,43.44361,-88.18065,WI,America/Chicago
Bayside,43.18056,-87.90064,WI,America/Chicago
Beaver Dam,43.45777,-88.83733,WI,America/Chicago
Belgium,43.49972,-87.85037,WI,America/Chicago
Belle Plaine,44.71526,-88.66621,WI,America/Chicago
Belleville,42.85972,-89.53818,WI,America/Chicago
Bellevue,44.44416,-87.9201,WI,America/Chicago
Beloit,42.50835,-89.03178,WI,America/Chicago
Berlin,43.96804,-88.94345,WI,America/Chicago
Bevent,44.77053,-89.38956,WI,America/Chicago
Big Bend,42.8814,-88.20676,WI,America/Chicago
Black Creek,44.47749,-88.45066,WI,America/Chicago
Black Earth,43.13722,-89.74679,WI,America/Chicago
Black River Falls,44.29468,-90.85153,WI,America/Chicago
Blair,44.2944,-91.23516,WI,America/Chicago
Bloomer,45.10024,-91.48877,WI,America/Chicago
Bohners Lake,42.62307,-88.28037,WI,America/Chicago
Bonduel,44.74027,-88.44482,WI,America/Chicago
Boscobel,43.13443,-90.7054,WI,America/Chicago
Boyceville,45.04357,-92.04101,WI,America/Chicago
Brice Prairie,43.93857,-91.29986,WI,America/Chicago
Brillion,44.17721,-88.06427,WI,America/Chicago
Bristol,42.55891,-88.04925,WI,America/Chicago
Brodhead,42.61834,-89.37623,WI,America/Chicago
Brookfield,43.06057,-88.10648,WI,America/Chicago
Brooklyn,42.85361,-89.3704,WI,America/Chicago
Brothertown,43.96805,-88.30899,WI,America/Chicago
Brown Deer,43.16334,-87.96453,WI,America/Chicago
Browns Lake,42.69252,-88.2312,WI,America/Chicago
Burlington,42.67807,-88.2762,WI,America/Chicago
Butler,43.10584,-88.06953,WI,America/Chicago
Cadott,44.94802,-91.1507,WI,America/Chicago
Caledonia,42.8078,-87.92425,WI,America/Chicago
Cambridge,43.00361,-89.0165,WI,America/Chicago
Cameron,45.40857,-91.74406,WI,America/Chicago
Camp Lake,42.53474,-88.1437,WI,America/Chicago
Campbellsport,43.59777,-88.27899,WI,America/Chicago
Cashton,43.74191,-90.7793,WI,America/Chicago
Cato,44.14277,-87.8612,WI,America/Chicago
Cedar Grove,43.56972,-87.82342,WI,America/Chicago
Cedarburg,43.29667,-87.98759,WI,America/Chicago
Chetek,45.31413,-91.651,WI,America/Chicago
Chilton,44.02888,-88.16288,WI,America/Chicago
Chippewa Falls,44.93691,-91.39293,WI,America/Chicago
Clear Lake,45.25191,-92.2713,WI,America/Chicago
Cleveland,43.91499,-87.74731,WI,America/Chicago
Clinton,42.55779,-88.86511,WI,America/Chicago
Clintonville,44.62053,-88.76232,WI,America/Chicago
Colby,44.90997,-90.31569,WI,America/Chicago
Colfax,44.99746,-91.72712,WI,America/Chicago
Columbus,43.33805,-89.01539,WI,America/Chicago
Combined Locks,44.26582,-88.31427,WI,America/Chicago
Como,42.61224,-88.48232,WI,America/Chicago
Concord,43.06945,-88.59871,WI,America/Chicago
Cooperstown,44.31277,-87.77453,WI,America/Chicago
Cornell,45.16719,-91.14931,WI,America/Chicago
Cottage Grove,43.07611,-89.19956,WI,America/Chicago
Crandon,45.57191,-88.90289,WI,America/Chicago
Cross Plains,43.11444,-89.65568,WI,America/Chicago
Cuba City,42.60555,-90.42985,WI,America/Chicago
Cudahy,42.95974,-87.86147,WI,America/Chicago
Cumberland,45.53218,-92.01935,WI,America/Chicago
Dakota,43.99025,-89.35651,WI,America/Chicago
Dane,43.25055,-89.50151,WI,America/Chicago
Darien,42.60168,-88.7076,WI,America/Chicago
Darlington,42.68306,-90.11763,WI,America/Chicago
De Forest,43.24777,-89.34373,WI,America/Chicago
De Pere,44.44888,-88.06038,WI,America/Chicago
Deerfield,43.05194,-89.07567,WI,America/Chicago
Delafield,43.06084,-88.40371,WI,America/Chicago
Delavan,42.63307,-88.64371,WI,America/Chicago
Delavan Lake,42.58418,-88.6326,WI,America/Chicago
Denmark,44.34777,-87.82732,WI,America/Chicago
Dickeyville,42.62722,-90.59207,WI,America/Chicago
Dodgeville,42.96027,-90.13012,WI,America/Chicago
Dousman,43.01418,-88.4726,WI,America/Chicago
Durand,44.62635,-91.96573,WI,America/Chicago
Eagle,42.87946,-88.47427,WI,America/Chicago
Eagle Lake,42.70696,-88.12814,WI,America/Chicago
Eagle River,45.91718,-89.2443,WI,America/Chicago
East Troy,42.78529,-88.4051,WI,America/Chicago
Easton,43.83803,-89.80679,WI,America/Chicago
Eau Claire,44.81135,-91.49849,WI,America/Chicago
Edgar,44.92719,-89.96346,WI,America/Chicago
Edgerton,42.83528,-89.06761,WI,America/Chicago
Eldorado,43.82471,-88.62178,WI,America/Chicago
Elkhorn,42.67279,-88.54454,WI,America/Chicago
Ellsworth,44.73219,-92.48741,WI,America/Chicago
Elm Grove,43.04307,-88.07898,WI,America/Chicago
Elroy,43.7408,-90.27235,WI,America/Chicago
Evansville,42.78028,-89.29928,WI,America/Chicago
Evergreen,44.84247,-89.63762,WI,America/Chicago
Fall Creek,44.76357,-91.2771,WI,America/Chicago
Fall River,43.38443,-89.04511,WI,America/Chicago
Fennimore,42.9836,-90.6554,WI,America/Chicago
Fitchburg,42.96083,-89.46984,WI,America/Chicago
Florence,45.92218,-88.2518,WI,America/Chicago
Fond du Lac,43.775,-88.43883,WI,America/Chicago
Fontana,42.55141,-88.5751,WI,America/Chicago
Fort Atkinson,42.92889,-88.83705,WI,America/Chicago
Fox Lake,43.56554,-88.9065,WI,America/Chicago
Fox Point,43.15751,-87.90175,WI,America/Chicago
Franklin,42.88863,-88.03842,WI,America/Chicago
Franksville,42.76002,-87.91341,WI,America/Chicago
Frederic,45.65912,-92.46714,WI,America/Chicago
Fredonia,43.47056,-87.95065,WI,America/Chicago
French Island,43.8583,-91.26042,WI,America/Chicago
Friendship,43.97053,-89.81679,WI,America/Chicago
Galesville,44.08163,-91.34904,WI,America/Chicago
Genoa City,42.49835,-88.32815,WI,America/Chicago
Germantown,43.22862,-88.11037,WI,America/Chicago
Gillett,44.88999,-88.30732,WI,America/Chicago
Glendale,43.13529,-87.93564,WI,America/Chicago
